title,author,average_rating,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publisher,year
The Histories,Herodotus,3.99,9780140446388,eng,622.0,227,18,Penguin Classics,1954
Wind Rider's Oath (War God  #3),David Weber,4.02,9781416508953,eng,570.0,2774,42,Baen,2005
The Camera (Ansel Adams Photography  #1),Ansel Adams,4.16,9780821221846,eng,195.0,5961,65,Little  Brown and Company,1995
After the Plague: and Other Stories,T. Coraghessan Boyle,3.86,9780142001417,eng,303.0,1253,108,Penguin Books,2002
The Captive & The Fugitive (In Search of Lost Time  #5-6),Marcel Proust,4.39,9780375753114,eng,957.0,1924,143,Modern Library,1999
Ulysses Found,Ernle Bradford,4.07,9780750937252,eng,238.0,38,8,History Press Ltd,2005
The Complete Works: The Revised Oxford Translation  Vol. 1,Aristotle,4.43,9780691099507,eng,1757.0,2318,17,Bollingen,1984
My Life,Bill Clinton,3.73,9780375414572,en-US,957.0,807,49,Knopf Publishing Group,2004
The Iliad,Homer,3.86,9781904633389,eng,542.0,64,8,Collector's Library,2011
The Crazed,Ha Jin,3.5,9780434010530,eng,336.0,15,1,Arrow (A Division of Random House Group),2002
Nightmare House (Harrow House  #1),Douglas Clegg,3.36,9780843951776,en-GB,340.0,971,101,Leisure Books,2004
The Autograph Man,Zadie Smith,3.16,9780140276343,eng,420.0,535,66,Penguin Books Ltd,2003
Tim Burton: Interviews,Kristian Fraga,4.26,9781578067596,eng,192.0,103,7,University Press of Mississippi,2010
Health: The Basics (Donatelle Series),Rebecca J. Donatelle,3.58,9780805377958,en-US,480.0,6,0,Benjamin-Cummings Publishing Company,2006
Ruthless Rhymes for Heartless Homes and More Ruthless Rhymes,Harry Graham,3.86,9780486402185,eng,64.0,44,10,Dover Publications,2013
Como agua para chocolate,Laura Esquivel,3.95,9780785731238,spa,248.0,11,2,Turtleback Books,1994
Ape and Essence,Aldous Huxley,3.76,9780929587783,eng,222.0,3733,197,Ivan R. Dee Publisher,1992
The Communist Manifesto,Karl Marx,3.55,9780140447576,eng,288.0,75488,2716,Penguin Classics,2002
The Stranger from Paradise: A Biography of William Blake,G.E. Bentley Jr.,4.06,9780300100303,eng,632.0,79,10,Paul Mellon Centre BA,2003
Hot Six (Stephanie Plum  #6),Janet Evanovich,4.19,9780330371247,eng,324.0,307,28,Pan MacMillan,2001
Chosen But Free,Norman L. Geisler,3.31,9780764225215,en-US,285.0,361,43,Bethany House Publishers,2001
Madam  Will You Talk?,Mary  Stewart,4.05,9780060093563,eng,360.0,4460,302,HarperTorch,2003
President Nixon: Alone in the White House,Richard Reeves,3.96,9780743227193,en-US,704.0,391,23,Simon  Schuster,2002
Antitrust Law,Richard A. Posner,4.0,9780226675763,en-US,304.0,33,1,University of Chicago Press,2001
Ajax in Action,Dave Crane,3.56,9781932394610,en-US,680.0,126,10,Manning Publications,2005
On the Road,Jack Kerouac,3.63,9780142437254,en-US,307.0,3271,342,Penguin Classics,2006
Orient Express,Graham Greene,3.46,9780142437919,eng,197.0,2064,220,Penguin Classics,2004
The Far Pavilions,M.M. Kaye,4.21,9780312151256,en-US,958.0,37064,1028,St. Martin's Griffin,1997
Chimera,John Barth,3.73,9780618131709,en-US,308.0,1775,86,Mariner Books,2001
A World Lit Only by Fire,William Manchester,3.85,9780786160440,en-US,10.0,38,4,Blackstone Audiobooks,2007
Escape from Freedom,Erich Fromm,4.24,9780805031492,eng,301.0,7201,292,Holt McDougal,1994
Little Butterfly  Volume 03,Hinako Takanaga,4.21,9781569709054,eng,184.0,609,6,Digital Manga Publishing,2006
One Flew over the Cuckoo's Nest,Ken Kesey,4.2,9780451143426,eng,272.0,67,5,Signet,1963
Postscript to the Name of the Rose,Umberto Eco,4.05,9780151731565,eng,84.0,661,34,Houghton Mifflin Harcourt P,1984
Exiled in Paris: Richard Wright  James Baldwin  Samuel Beckett and Others on the Left Bank,James    Campbell,4.03,9780520234413,eng,304.0,35,6,University of California Press,2003
Gunslinger Girl  Vol. 1,Yu Aida,3.87,9781413900200,eng,175.0,911,42,ADV Manga,2003
MySQL Cookbook,Paul DuBois,4.0,9780596527082,en-US,980.0,126,8,O'Reilly Media,2006
Falling Man,Don DeLillo,3.21,9781416546023,eng,246.0,10304,1092,Scribner,2007
Only the River Runs Free (The Galway Chronicles  #1),Bodie Thoene,4.09,9780785263784,eng,271.0,1387,104,Thomas Nelson,1997
Entre Amis: An Interactive Approach,Michael D. Oates,3.39,9780618506910,eng,528.0,23,4,Heinle,2005
Citas Celestiales,Alexander McCall Smith,3.16,9788489367159,spa,190.0,1,0,Umbriel,2006
Desperation / The Regulators: Box Set,Stephen King,4.07,9780670776054,eng,1075.0,3231,72,Viking Adult,1996
J.R.R. Tolkien: A Biography,Humphrey Carpenter,4.08,9780618057023,eng,288.0,9057,312,Mariner Books,2000
Sula,Toni Morrison,3.93,9780099760016,eng,189.0,709,94,Vintage Books,2005
Firebirds: An Anthology of Original Fantasy and Science Fiction,Sharyn November,3.96,9780142403204,eng,432.0,3464,153,Firebird,2005
The Firm,Robin Waterfield,4.01,9780582418271,eng,76.0,540910,3378,Addison Wesley Publishing Company,2000
The Unfortunate Tobacconist & Other Mysteries (Sherlock Holmes 1-6),NOT A BOOK,3.5,9780743533959,eng,,12,1,Simon & Schuster Audio,2003
The Metamorphosis (Graphic Novel Adaptation),Peter Kuper,3.79,9781400052998,eng,80.0,3192,307,Broadway Books,2004
The Moor's Last Sigh,Salman Rushdie,3.93,9780099592419,eng,434.0,10414,445,Vintage,1996
Wenn Engel fallen,Tracy Chevalier,3.58,9783471772539,ger,384.0,6,1,List,2002
The Portable James Joyce,James Joyce,4.17,9780517618875,eng,762.0,20,3,Random House Value Publishing,1986
Of Tender Sin,David Goodis,3.69,9781852426743,en-US,181.0,150,24,Serpent's Tail,2001
Tales of H.P. Lovecraft,H.P. Lovecraft,4.19,9780060957902,eng,352.0,5300,137,Ecco,2000
Flirting with Danger,Linda Turner,3.57,9780373073160,eng,253.0,6,2,Silhouette Books,1989
Descent of Man,T. Coraghessan Boyle,3.96,9780140299946,eng,240.0,605,44,Penguin Books,1990
Chicken Trek,Stephen Manes,4.39,9780553157161,eng,128.0,96,8,Bantam Skylark,1989
Homicide: A Year on the Killing Streets,David Simon,4.38,9780805080759,eng,646.0,12071,837,Holt McDougal,2006
Great Speeches by African Americans: Frederick Douglass  Sojourner Truth  Dr. Martin Luther King  Jr.  Barack Obama  and Others,James Daley,4.3,9780486447612,eng,160.0,230,21,Dover Publications,2006
Planet of Slums,Mike  Davis,3.92,9781844670222,eng,228.0,1727,173,Verso,2006
Amanda's Unlucky Day (Junior Gymnasts  #6),Teddy Slater,3.5,9780590959889,eng,78.0,6,1,Apple,1997
The Philip K. Dick Reader,Philip K. Dick,4.28,9780806518565,eng,422.0,2760,158,Citadel,2001
La última oportunidad,Eoin Colfer,3.77,9780307350053,spa,258.0,2,0,Plaza y Janes,2006
The Color of Her Panties (Xanth #15),Piers Anthony,3.67,9780380759491,eng,342.0,7374,64,Eos,1992
The Rings of Saturn,W.G. Sebald,4.26,9780099448921,eng,304.0,419,50,Vintage,1995
The Complete Plays,Sophocles,4.27,9780451527844,eng,420.0,2883,40,New American Library,2001
The Alchemist,Paulo Coelho,3.86,9780060887964,eng,192.0,920,76,HarperOne,2006
The Good Earth (House of Earth  #1),Pearl S. Buck,3.98,9780743272933,eng,357.0,4080,501,Washington Square Press,2004
Magician: Apprentice (The Riftwar Saga  #1),Raymond E. Feist,4.17,9780553267600,eng,336.0,614,19,Spectra,1993
The Complete Greek Tragedies  Volume 3: Euripides,Euripides,4.43,9780226307664,eng,672.0,46,7,University of Chicago Press,1992
As You Like It,William Shakespeare,3.83,9781932219043,en-US,2.0,28,6,The Audio Partners,2005
Learnability and Cognition: The Acquisition of Argument Structure,Steven Pinker,3.75,9780262660730,eng,432.0,50,1,Bradford Book,1991
East Of Eden,John Steinbeck,4.37,9780553116083,eng,691.0,83,18,Bantam Books,1977
Belshazzar's Daughter (Inspector Ikmen #1),Barbara Nadel,3.51,9781933397498,eng,448.0,772,99,Felony & Mayhem,2006
Choke Point: A Brinker Mystery (Brinker P.I.),James C. Mitchell,3.22,9780312315320,eng,272.0,3,0,St. Martin's Minotaur,2004
Shakespeare After All,Marjorie Garber,4.38,9780385722148,eng,1008.0,852,62,Anchor Books,2005
James and the Giant Peach,Roald Dahl,4.01,9780141311357,eng,160.0,1251,91,Puffin,1998
Evening Class,Maeve Binchy,3.99,9780752876825,en-GB,528.0,35964,855,Orion Publishing Group,2005
Les petits chevaux de Tarquinia,Marguerite Duras,3.75,9782070361878,,220.0,267,14,Gallimard Education,1973
Seduced by Moonlight (Merry Gentry  #3),Laurell K. Hamilton,4.06,9780553816327,eng,409.0,28152,404,Bantam,2005
Dragon's Gate (Golden Mountain Chronicles  #3),Laurence Yep,3.67,9780064404891,en-US,352.0,1845,128,HarperCollins,2001
Oath of Gold (The Deed of Paksenarrion  #3),Elizabeth Moon,4.27,9780671697983,eng,501.0,6200,183,Baen,1989
The Devil's Feather,Minette Walters,3.63,9780307264626,eng,349.0,2343,153,Alfred A. Knopf,2006
The Rules of Attraction,Bret Easton Ellis,3.68,9780679781486,eng,283.0,35311,974,Vintage Contemporaries,1998
The Source,James A. Michener,4.3,9780375760389,eng,1080.0,34972,1149,Random House Trade Paperbacks,2002
Romeo and Juliet,William Shakespeare,3.74,9780521625623,eng,3.0,18,0,Naxos Audiobooks,1997
Expository Writing: Mini-Lessons * Strategies * Activities,Tara McCarthy,4.33,9780590103879,eng,88.0,3,0,Teaching Resources,1998
Three Guineas,Virginia Woolf,3.87,9780156031639,eng,352.0,2423,125,Mariner Books,2006
The Week-End Book,Francis Meynell,3.67,9781585678136,eng,368.0,31,7,Harry N. Abrams,2006
The Burning (Guardians of Ga'Hoole  #6),Kathryn Lasky,4.08,9780439405621,eng,224.0,9175,157,Scholastic Paperbacks,2004
P.S. I Love You Three!,Lynda Milligan,4.14,9781880972472,eng,79.0,7,0,Possibilities,2002
George Washington's Sacred Fire,Peter A. Lillback,4.18,9780978605261,eng,1200.0,694,63,Providence Forum Press,2011
North of South: An African Journey,Shiva Naipaul,3.89,9780140188264,eng,352.0,279,33,Penguin Classics,1996
Fools Die,Mario Puzo,3.72,9780451160195,eng,544.0,5197,215,Signet,1979
The Great Gatsby,F. Scott Fitzgerald,3.91,9780684801520,eng,216.0,9844,1050,Scribner,1995
Tripwire (Jack Reacher  #3),Lee Child,4.09,9781593555603,eng,14.0,11,1,Brilliance Audio,2004
The Iliad,Homer,3.86,9781857150605,eng,594.0,30,2,Everyman,1992
Corroborating Evidence: The Black Dahlia Murder,William T. Rasmussen,3.39,9780865344921,eng,234.0,12,1,Sunstone Press,2005
Tallchief: The Hunter (The Tallchiefs #9),Cait London,4.12,9780373764198,eng,192.0,47,1,Silhouette Desire,2002
Suppliant Women / Electra / Heracles,Euripides,4.47,9780674995666,mul,464.0,30,4,Loeb Classical Library,1998
Under the Red Flag,Ha Jin,3.88,9781581950069,eng,224.0,356,28,Steerforth,1998
Australia,Kate Hemphill,4.07,9780756615697,eng,616.0,69,0,DK Publishing (Dorling Kindersley),2006
D is for Dahl: A gloriumptious A-Z guide to the world of Roald Dahl,Wendy Cooling,4.08,9780670060238,en-US,160.0,1246,54,Viking Children's Books,2005
The Best American Spiritual Writing 2006,Philip Zaleski,3.5,9780618586455,eng,336.0,29,11,Mariner Books,2006
Love at First Bite (Dark-Hunter #6.5; Wild Wulfs of London #2.5; Companion #3.5),Sherrilyn Kenyon,4.06,9780312349295,eng,373.0,7959,200,St. Martin's Press,2006
Skellig (Skellig  #1),David Almond,3.8,9780440229087,eng,208.0,17160,1782,Laurel Leaf,2001
Underworld: The Mysterious Origins of Civilization,Graham Hancock,3.95,9781400049516,eng,784.0,1112,70,Three Rivers Press,2003
Drop City,T. Coraghessan Boyle,3.85,9780142003800,eng,497.0,10333,879,Penguin Books,2004
Peter Pan in Scarlet,Geraldine McCaughrean,3.55,9781416918080,eng,307.0,5421,360,Margaret K. McElderry Books,2006
Across the River and into the Trees,Ernest Hemingway,3.33,9780684844640,eng,272.0,5546,342,Scribner,1998
Double Whammy (Skink #1),Carl Hiaasen,3.93,9780446695664,eng,404.0,11050,624,Grand Central Publishing,2005
Uncle Setnakt's Essential Guide to the Left Hand Path,Don Webb,4.37,9781885972101,eng,128.0,112,9,Lodestar Books,2011
Organizational Architecture: Designs for Changing Organizations,David A. Nadler,4.62,9781555424435,eng,304.0,2,0,Jossey-Bass,1992
Maison Ikkoku  Volume 7 (Maison Ikkoku  #7),Rumiko Takahashi,4.24,9781591164852,eng,288.0,305,4,VIZ Media LLC,2004
Homepage Usability: 50 Websites Deconstructed,Jakob Nielsen,3.74,9780735711020,eng,336.0,341,12,New Riders Publishing,2001
Sonnets,William Shakespeare,4.25,9780300085068,eng,583.0,104,6,Yale University Press,2000
A Door of Hope,Jan Frank,3.97,9780898401875,eng,197.0,28,3,Here's Life Publishers,1987
Four & Twenty Blackbirds (Bardic Voices  #4),Mercedes Lackey,3.81,9780671577780,eng,423.0,3048,34,Baen Books,2004
Finders Keepers: Selected Prose  1971-2001,Seamus Heaney,4.15,9780571210916,en-GB,432.0,16,0,Faber and Faber,2003
I Maccabees,Jonathan  A. Goldstein,3.96,9780385085335,eng,592.0,8,0,Anchor Bible,1976
Object Thinking,David      West,3.99,9780735619654,eng,334.0,155,21,Microsoft Press,2019
Twenty Love Poems and a Song of Despair,Pablo Neruda,4.3,9780143039969,eng,70.0,37942,1105,Penguin Classics,2006
Big Red Tub,Julia Jarman,4.03,9780439672320,eng,32.0,241,29,Orchard,2004
The Mysterious Flame of Queen Loana,Umberto Eco,3.35,9780156030434,eng,480.0,8263,624,Mariner Books,2006
Agatha Christie: An Autobiography,Agatha Christie,4.27,9780006353287,eng,560.0,4296,310,HarperCollins,2001
Dr. Mary's Monkey: How the Unsolved Murder of a Doctor  a Secret Laboratory in New Orleans and Cancer-Causing Monkey Viruses are Linked to Lee Harvey Oswald  the JFK Assassination and Emerging Global Epidemics,Edward T. Haslam,3.92,9780977795306,eng,374.0,1023,164,Trine Day,2007
Specials (Uglies  #3),Scott Westerfeld,3.77,9780689865404,eng,384.0,151825,6730,Simon Pulse,2006
Obra Poética,Jorge Luis Borges,4.49,9789500426169,spa,645.0,50,3,Emecé Editores,2005
Something I've Been Meaning to Tell You: 13 Stories,Alice Munro,4.1,9780375707483,eng,246.0,2386,178,Vintage,2004
The Governess; or  The Little Female Academy,Sarah Fielding,2.63,9781551114125,eng,242.0,132,18,Broadview Press Inc,2005
A Bend in the Road,Nicholas Sparks,4.03,9780446696135,eng,341.0,125693,3229,Grand Central Publishing,2005
A Child's Garden of Verses,Robert Louis Stevenson,4.3,9780689823824,eng,67.0,22227,431,Simon & Schuster Books for Young Readers,1999
Sister Outsider: Essays and Speeches,Audre Lorde,4.49,9780895941411,en-GB,190.0,12105,568,Crossing Press,1984
The Regime: Evil Advances  (Before They Were Left Behind  #2),Tim LaHaye,4.11,9781414305776,en-US,391.0,3657,107,Tyndale House Publishers,2006
The Periodic Table,Primo Levi,4.21,9780140296617,en-GB,194.0,101,10,Penguin Group(CA),2009
Cry  the Beloved Country,Alan Paton,3.9,9780743261951,eng,316.0,54558,2937,Scribner,2003
Goodnight Moon 123: A Counting Book (Over the Moon),Margaret Wise Brown,3.57,9780061125935,eng,32.0,198,22,HarperCollins Publishers,2007
Letters,John Barth,3.81,9781564780614,eng,772.0,212,15,Dalkey Archive Press,1994
A Sudden Wild Magic,Diana Wynne Jones,3.75,9780575601970,en-US,380.0,104,15,Gollehon Books,1997
The Feelings Book: The Care & Keeping of Your Emotions,Lynda Madison,4.16,9781584855286,eng,104.0,782,51,American Girl Publishing Inc,2002
The Prince of Tides,Pat Conroy,4.24,9780553381542,eng,679.0,178717,3473,Dial Press Trade Paperback,2002
Same Sex in the City,Lauren  Levin,3.62,9781416916321,eng,250.0,389,37,Gallery Books,2006
Collapse of Complex Societies,Joseph A. Tainter,4.15,9780521386739,eng,262.0,719,86,Cambridge University Press,1990
Silas Marner,George Eliot,3.64,9781591940487,eng,279.0,165,6,Townsend Press,2006
Luther and Erasmus: Free Will and Salvation (Library of Christian Classics),Erasmus,3.8,9780664241582,eng,364.0,108,13,Westminster John Knox Press,1969
The Greatest Sailing Stories Ever Told: Twenty-Seven Unforgettable Stories,Christopher Caswell,3.62,9781592283194,eng,286.0,51,5,Lyons Press,2004
Death Note  Vol. 4: 恋心 (Death Note  #4),Tsugumi Ohba,4.39,9784088736716,jpn,204.0,452,13,Shueisha,2004
Farm Animals (A Chunky Book),Phoebe Dunn,3.86,9780394862545,eng,28.0,35,4,Random House Books for Young Readers,1984
Redwall (Redwall  #1),Brian Jacques,4.12,9781862301382,eng,352.0,88167,2604,Red Fox,2006
Sachs & Violens,Peter David,3.26,9781401210502,en-US,128.0,66,9,DC Comics,2006
Billy Budd  Sailor and Other Uncompleted Writings,Herman Melville,3.11,9780810111134,eng,1016.0,9,1,Northwestern University Press,2007
The Namesake,Jhumpa Lahiri,3.99,9780618485222,eng,291.0,213178,10160,Mariner Books,2004
When Food Is Love: Exploring the Relationship Between Eating and Intimacy,Geneen Roth,4.04,9780452268180,eng,224.0,1536,134,Plume Books,1992
Heaven (Casteel  #1),V.C. Andrews,4.03,9780671010058,eng,464.0,13,0,Pocket Books,1997
The Theban Plays: Antigone  King Oidipous & Oidipous at Colonus (Focus Classical Library),Sophocles,3.97,9781585100378,en-US,248.0,57,3,Focus,2001
Far Afield,Susanna Kaysen,3.81,9780679753766,eng,352.0,316,50,Vintage,1994
Physics for Scientists and Engineers,Douglas C. Giancoli,4.01,9780132431064,en-US,976.0,110,10,Prentice Hall,2000
Anne of Avonlea,L.M. Montgomery,4.23,9780786180301,eng,8.0,63,8,Blackstone Audiobooks,1998
Passionate Minds,David Bodanis,4.1,9780307237200,en-US,373.0,717,112,Crown Publishing Group (NY),2006
Mystery Walk,Robert R. McCammon,3.89,9780671769918,eng,432.0,2242,96,Pocket Books,1992
Paper Money,Ken Follett,3.32,9780330345040,eng,286.0,102,17,MacMillan General Books,1996
Rocketman: Astronaut Pete Conrad's Incredible Ride to the Moon and Beyond,Nancy Conrad,4.08,9780451218377,eng,301.0,26,4,New American Library,2006
The Best of the Journal of Irreproducible Results,George H. Scherr,4.32,9780894805950,en-US,195.0,40,4,Workman Publishing Company,1989
Behind the Scenes at the Museum,Kate Atkinson,3.96,9780312150600,eng,336.0,26443,2116,Picador USA,1999
The All-True Travels and Adventures of Lidie Newton,Jane Smiley,3.57,9780449910832,eng,452.0,2149,256,Ballantine Books,1998
Matters of Choice (Cole Family Trilogy  #3),Noah Gordon,3.39,9780451187260,eng,448.0,2680,142,Signet,1997
The Wanderer,Knut Hamsun,3.96,9780285647879,eng,164.0,696,25,Condor Books,2001
A History of the World in 6 Glasses,Tom Standage,3.76,9780802715524,eng,336.0,14820,1686,Bloomsbury,2006
Play Dirty,Sandra Brown,3.92,9780743289351,eng,404.0,9552,627,Simon & Schuster,2007
Walking with the Wind: A Memoir of the Movement,John             Lewis,4.49,9780156007085,en-US,496.0,2052,253,Mariner Books,1999
Shakespeare's Landlord (Lily Bard  #1),Charlaine Harris,3.76,9780425206867,eng,216.0,22721,1111,Berkley,2005
Different Seasons,Stephen King,4.35,9780708823606,en-GB,560.0,188,24,Futura,1983
Created in Darkness by Troubled Americans: The Best of McSweeney's Humor Category,Dave Eggers,3.75,9781400076857,eng,249.0,1791,146,Vintage,2005
Jimmy Corrigan: El Chico más Listo del Mundo,Chris Ware,4.09,9781594972072,spa,380.0,12,1,Public Square Books,2006
The Delta Star,Joseph Wambaugh,3.66,9780553273861,eng,291.0,592,20,Bantam,1984
The Big War,Anton Myrer,3.85,9780060934736,en-US,512.0,98,9,Harper Perennial,2001
The Chomsky Reader,Noam Chomsky,3.98,9781852421175,eng,492.0,1643,38,Serpent's Tail,1988
Challengers of the Unknown: Stolen Moments  Borrowed Time,Howard Chaykin,2.82,9781401209414,eng,144.0,44,8,DC Comics,2006
Desiring God: Meditations of a Christian Hedonist,John Piper,4.14,9781844740444,en-US,391.0,65,9,Inter-Varsity Press,2004
The Gabriel Hounds,Mary  Stewart,3.92,9780061145391,eng,322.0,3629,145,HarperTorch,2006
The Christian Theology Reader,Alister E. McGrath,4.17,9781405153584,eng,744.0,244,11,Blackwell Publishers,2006
Apologia Pro Vita Sua (A Defense of One's Life),John Henry Newman,4.12,9780486442136,eng,336.0,894,52,Dover Publications,2005
A Long Way from Chicago (Saddleback's Focus on Reading Study Guides),Lisa S.  French,4.0,9781599051123,eng,42.0,1,0,Saddleback Educational Publishing  Inc.,2006
